,url,date,content,id,username,outlinks,outlinksss,tcooutlinks,tcooutlinksss
208,https://twitter.com/TonyMatt14/status/1383741130857013253,2021-04-18 11:16:08+00:00,@YeleSowore @EndSars Buhari has done what he feels is right to do without knowing that; none of his generation can ever become a president of this country. With his perfect record he has kept.,1383741130857013253,TonyMatt14,[],,[],
209,https://twitter.com/Biafrabueze/status/1383740640488394754,2021-04-18 11:14:12+00:00,"@YeleSowore @MBuhari @EndSars @mbujari BUHARI is DEAD and Buried in Saudi Arabia and Sowore u KNOWS THAT so, why are u NOT TELLING THE TRUTH??? Hypocrites",1383740640488394754,Biafrabueze,[],,[],
210,https://twitter.com/tijanjaOfficial/status/1383740179664412684,2021-04-18 11:12:22+00:00,@YeleSowore @MBuhari @EndSars @mbujari Avram Grant Baba.,1383740179664412684,tijanjaOfficial,[],,[],
211,https://twitter.com/YouthRisingNG/status/1383739921773383685,2021-04-18 11:11:20+00:00,YeleSowore Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgat… https://t.co/4YkwRkiDBI,1383739921773383685,YouthRisingNG,[],,[],
212,https://twitter.com/CHINEMEREMEvan2/status/1383739655279894528,2021-04-18 11:10:17+00:00,"@YeleSowore @MBuhari @EndSars @mbujari @MBuhari 
Continuity I fear",1383739655279894528,CHINEMEREMEvan2,[],,[],
213,https://twitter.com/NazifMusah/status/1383739602100396032,2021-04-18 11:10:04+00:00,@YeleSowore @MBuhari @EndSars @mbujari You should guide your utterances! Very unfortunate statement!,1383739602100396032,NazifMusah,[],,[],
214,https://twitter.com/Nsikan44228045/status/1383739215997857796,2021-04-18 11:08:32+00:00,@YeleSowore @MBuhari @EndSars @mbujari @elrufai please include this silent silent terrorist hiding in  kaduna state government house. You guys underestimate this midget crimes in Nigeria. Elrufai and Buhari are both jihad is terrorist.,1383739215997857796,Nsikan44228045,[],,[],
215,https://twitter.com/humanistadeyemi/status/1383739060519202829,2021-04-18 11:07:55+00:00,"@YeleSowore @MBuhari @EndSars @mbujari We can't continue to have terrorists ruling us. Instead of being leaders, they supposed to be facing charges at the ICC.
#PantamiResign 
#PantamiIsATerrorist 
#Pantami 
#PantamiMustGo 
#PantamiResignNow
#BuhariMustGo 
#RevolutionNow 
#FreeKogi2 
#BuhariTormentor",1383739060519202829,humanistadeyemi,[],,[],
216,https://twitter.com/lisa_vamdam/status/1383738861289758723,2021-04-18 11:07:07+00:00,@YeleSowore @MBuhari @EndSars @mbujari Countinueunity Gbuo Gi There @MBuhari Losser Okoko Your Have Brain 🧠Damage,1383738861289758723,lisa_vamdam,[],,[],
217,https://twitter.com/pettielee/status/1383738728514945029,2021-04-18 11:06:36+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Grant master. You won't succeed in all these blatant lies.

Grant commander and grant embezzler.",1383738728514945029,pettielee,[],,[],
218,https://twitter.com/AbdulafataYusuf/status/1383738456069660672,2021-04-18 11:05:31+00:00,@YeleSowore @MBuhari @EndSars @mbujari Ole won chop grant again. Bubu won't give the chance,1383738456069660672,AbdulafataYusuf,[],,[],
219,https://twitter.com/RabbiofTruth/status/1383738387262181381,2021-04-18 11:05:14+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Dummy, what does he know as CONTINUITY? terrorists in government.",1383738387262181381,RabbiofTruth,[],,[],
220,https://twitter.com/af_n_e/status/1383738370296193033,2021-04-18 11:05:10+00:00,YeleSowore: Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollga… https://t.co/RAz3wCBUIn,1383738370296193033,af_n_e,[],,[],
